Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
-1.7209832769351496,-0.7661151361840344,2.1287111190306165,1.0950416570576833,1.2680975780463286,1.080422466816864,1.4242822958350574,-0.33540397742566874,2.9967571152656
-1.6987770411037284,-0.9215587870039834,1.9763966293014936,1.203323854612748,1.22115408752218,1.1218566338908182,1.396276871143043,0.7072649089193455,3.1771584379533087
-1.6765708052723072,0.6106714853640853,1.9349382474817332,1.4677338718983717,1.2513320457162758,1.2544459685274718,1.4732917890460826,0.9073730790259645,2.4449413046914277
-1.654364569440886,-0.4552278345441364,1.8808620972820445,1.1957692826903012,1.392162517288721,1.2461591351126808,1.3892755149700393,1.7815298221232994,0.07850042472911639
-1.6321583336094645,0.4552278345441364,1.8754544822620762,1.2360603329433488,1.0501456577556398,1.1342868840130045,1.1512294050879177,1.4445055356279415,1.9886320767166321
-1.6099520977780433,1.2324460886438815,1.8682443289021178,1.3770790088290148,1.063558083619682,1.353887969504962,1.256249747682971,0.8231170074021249,2.4661649897135116
-1.587745861946622,1.21023985281246,1.744770452612829,1.21339661717601,0.9327869314452691,1.1757210510869582,1.2702524600289782,0.8652450432140447,2.784520265044763
-1.5655396261152006,0.4774340703755577,1.7123247624930162,1.0018686033475108,1.1675043840660104,1.2461591351126808,1.347267377932018,1.5287616072517811,2.8588031626220567
-1.5433333902837794,-1.21023985281246,1.6861879565631661,1.1579964230780697,0.9931428478334592,1.300023552308821,1.340266021759014,1.0548212043676832,2.0947505018270496
-1.5211271544523581,-1.587745861946622,1.657347343123333,1.1856965201270395,0.8925496538531419,1.2047249680387266,0.9761955007628278,0.6230088372955059,1.2245794159216257
-1.498920918620937,-1.6099520977780433,1.6411244980634259,1.1756237575637782,1.1373264258719153,1.287593302186635,1.1512294050879177,1.549825625157741,1.9037373366282981
-1.4767146827895155,-1.0103837303296686,1.5861470786937428,0.3244753209681514,0.7785440340087815,0.9851238825467693,1.1582307612609215,-0.4301920580024883,-0.18679563804692734
-1.4545084469580942,-0.32199041955560864,1.5609115419338886,0.9338774560454934,0.8254875245329298,1.2585893852348666,-0.1510228430907509,0.8020529894961651,-0.30352590566838655
-1.432302211126673,0.07772182540997451,1.516749352604143,1.7724349394370427,0.9059620797171842,1.188151301209145,0.9341873637248063,0.09640838964650895,2.179645241915384
-1.4100959752952518,1.5433333902837794,1.4843036624843302,1.0774143225719748,1.1037953612118094,1.1218566338908182,0.40208429457653305,1.7183377684054195,1.776395226495797
-1.3878897394638303,-0.3441966553870299,1.4545617798745012,1.495433968947342,1.154091958201968,1.1342868840130045,0.8641738019947702,1.1917373207564226,2.1159741868491335
-1.365683503632409,-0.6550839570269279,1.4221160897546885,1.1781419482045934,0.8221344180669189,1.0845658835242595,0.7171453223616946,0.8020529894961651,1.638441273852254
-1.3434772678009879,-1.4767146827895155,1.3662374012150105,1.1353327073107307,0.9897897413674489,1.080422466816864,0.5631154865556155,-0.26167991475480906,1.0547899357449575
-1.3212710319695666,1.5655396261152006,1.3382980569451717,1.3292333866535213,0.8321937374649511,0.6163597955885771,0.43008971926854744,1.0021611596027842,0.184618849839534
-1.2990647961381452,-0.9437650228354046,1.3022472901453794,0.9162501215597849,0.9327869314452691,0.8069569641287666,0.45109378778755826,-1.4623289353945226,-0.7916706611763071
-1.276858560306724,1.5211271544523581,1.2779130225555195,1.5055067315106034,0.339287086961393,0.41333237692620145,1.4382850081810645,0.812584998449145,0.7576583454357885
-1.2546523244753027,0.18875300456708094,1.1886873747260336,0.9943140314250647,1.0434394448236186,1.1342868840130045,1.2002388982989423,2.002702010135878,0.4286912275934942
-1.2324460886438815,0.2553717120613448,1.0706211134567138,0.4151301840375081,0.38287747101953046,0.5624953783924367,0.28306123963547186,-1.167432684711084,-0.3990324882677624
-1.21023985281246,-0.7439089003526131,1.0679173059467293,1.054750606804636,0.8824903344551097,1.3248840525531935,0.3040653081544827,-0.7777483534508262,0.7682701879468302
-1.1880336169810388,1.276858560306724,0.9363320071274877,1.1655509950005163,0.7416598628826644,0.782096463884394,-0.2910499665508229,0.601944819389546,-0.1443482680027603
-1.1658273811496176,-1.1436211453181964,0.9345294687874982,0.6392491510700843,0.5371203684560181,0.8069569641287666,-0.2490418295128013,0.022684326975649306,-0.5794338109554721
-1.1436211453181964,-0.5884652495326641,0.9273193154275398,-0.264781288982667,0.20180972185495796,0.08600245704196355,0.9971995692818386,-0.10369978046011011,-0.3459732757125536
-1.121414909486775,0.8993525511725621,0.8723418960578566,1.2536876674290574,0.4968830908638909,0.28902987570433925,0.32506937667349345,-1.1042406309932045,0.22706621988370104
-1.0992086736553537,0.8105276078468769,0.8714406268878615,1.9612992374982023,0.34934640635942443,0.6039295454663909,1.1372266927419106,0.37024062242398736,0.5984807077701624
-1.0770024378239325,1.1436211453181964,0.8534152434879658,0.9590593624536482,0.922727612047237,1.3953221365789161,-0.2140350486477833,-0.33540397742566874,-0.33536143320151185
-1.054796201992511,0.6772901928583492,0.8236733608781369,0.6140672446619296,0.7818971404747916,0.7655227970548124,0.8641738019947702,-0.7988123713567861,-0.6006574959775557
-1.0325899661610898,-1.3434772678009879,0.804746708308246,0.24892960174368742,0.7718378210767602,0.3180337926561072,-0.017997075803682514,-0.9041324608865855,-0.2610785356242197
-1.0103837303296686,1.587745861946622,0.7984378241182827,0.5511124786415433,0.8590185891930359,0.6867978796142994,0.9131832952057954,-0.6092362102031471,0.41807938508245246
-0.9881774944982472,0.9881774944982472,0.7704984798484432,1.6792618857268706,0.8523123762610146,1.722652056463154,1.1442280489149141,0.9073730790259645,3.633467665928104
-0.965971258666826,-0.8327338436782983,0.7623870573184904,-0.27989043282755977,0.11127584727267209,0.2641693754599667,0.2620571711164611,-0.9673245146044651,-0.38842064575672064
-0.9437650228354046,-0.29978418372418736,0.735348982218646,0.9792048875801719,0.9361400379112793,1.300023552308821,-1.131212707311254,-0.28274393266076897,-0.8553417162425577
-0.9215587870039834,-1.5433333902837794,0.7137185221387706,1.1504418511556236,0.5337672619900079,0.6039295454663909,1.0042009254548423,0.7388609357782854,-0.006394315359217543
-0.8993525511725621,1.0103837303296686,0.7128172529687763,0.8583317368210295,0.9897897413674489,0.6453637125403451,-0.4100730214918837,-0.6724282639210268,-1.0251311964192258
-0.8771463153411408,1.3878897394638303,0.7074096379488073,0.8205588772087978,0.8992558667851631,-0.0507302943020854,0.6751371853236731,0.001620309069689403,-1.003907511397142
-0.8549400795097195,0.7661151361840344,0.6983969462488594,0.7576041111884109,0.7684847146107493,0.6577939626625314,0.6331290482856514,-0.7145562997329465,-0.6431048660217226
-0.8327338436782983,1.6099520977780433,0.691186792888901,-0.4032817742275176,1.0736174030177137,0.12743662411591777,1.6693297618901835,1.4445055356279415,1.3731452110762101
-0.8105276078468769,0.055515589578553216,0.6686550636390305,0.8381862116945058,1.026673912493565,0.3843284599744335,-0.7111313369310385,-1.4939249622534625,-0.7279996061100565
-0.7883213720154557,-1.0992086736553537,0.6470246035591551,0.20108397956819357,0.6745977335624525,0.47962704424452823,0.5421114180366047,-0.9041324608865855,-0.8128943461983906
-0.7661151361840344,1.0325899661610898,0.6407157193691918,0.8885500245108151,1.05349876422165,0.9436897154728151,1.2002388982989423,-0.4301920580024883,-0.5688219684444303
-0.7439089003526131,0.49964030620697897,0.6289992201592595,-0.5317094969091063,0.38958368395155163,0.4547665440001557,0.29706395198147906,0.15960044336438867,0.17400700732849225
-0.7217026645211918,-0.14434053290423837,0.6244928743092847,-0.0582896564357991,0.07774478261256608,0.1357234575307086,0.6751371853236731,0.812584998449145,-1.1100259365075595
-0.6994964286897706,-1.654364569440886,0.611875105929358,0.4705303781354484,0.7483660758146856,0.6453637125403451,0.5491127742096082,-1.2516887563349235,-0.6431048660217226
-0.6772901928583492,0.8327338436782983,0.5974547992094411,0.6468037229925304,0.07774478261256608,0.41333237692620145,0.4861005686525762,-1.0726446041342645,-1.1206377790186015
-0.6550839570269279,-0.965971258666826,0.5758243391295657,0.9011409777148922,0.047566824418471036,1.3124538024310077,0.09402462296437508,0.05428035383458916,-0.7386114486210983
-0.6328777211955067,-0.8771463153411408,0.5596014940696585,0.017256062788664865,0.3459932998934142,0.5914992953442046,0.7381493908807054,-0.6197682191561271,-0.2504666931131779
-0.6106714853640853,-0.12213429707281707,0.5532926098796952,1.4979521595881573,0.36946504515548806,0.34289429290047974,0.7031426100156875,-0.4512560759084482,-0.1443482680027603
-0.5884652495326641,1.3434772678009879,0.5415761106697629,0.3647663712211988,0.6712446270964422,0.42576262704838774,1.1512294050879177,1.834189866888199,-0.8765654012646412
-0.5662590137012428,-0.055515589578553216,0.4802898071101164,0.7097584890129174,0.8590185891930359,0.3594679597300614,-0.9001679536021353,-1.1569006757581042,-0.4945390708671381
-0.5440527778698215,1.0992086736553537,0.4397326944603494,0.9968322220658798,0.03415439855442863,1.287593302186635,-1.6353103517675127,-0.10369978046011011,-0.5794338109554721
